spearman_rho,t_stat,df,p_value,log10_p,n_cells,note
-0.40947883946875907,-150.19137280563535,111975,0.0,-inf,111977,cc_pseudotime is cluster-median from reference; log10_p exact even when p_value underflows to 0.0
